Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
114,5,small_office,0,Electricity,PTHP
115,5,small_office,0,Electricity,PTHP
116,5,small_office,0,Electricity,PTHP
117,5,small_office,0,Electricity,PTHP
118,5,small_office,0,Electricity,PTHP
119,5,small_office,0,Electricity,PTHP
120,22,warehouse,0,Electricity,PSZ-AC with electric coil
121,22,warehouse,0,Electricity,PSZ-AC with electric coil
122,22,warehouse,0,Electricity,PSZ-AC with electric coil
123,22,warehouse,0,Electricity,PSZ-AC with electric coil
124,22,warehouse,0,Electricity,PSZ-AC with electric coil
125,22,warehouse,0,Electricity,PSZ-AC with electric coil
126,22,warehouse,0,Electricity,PSZ-AC with electric coil
127,22,warehouse,0,Electricity,PSZ-AC with electric coil
128,22,warehouse,0,Electricity,PSZ-AC with electric coil
129,22,warehouse,0,Electricity,PSZ-AC with electric coil
130,22,warehouse,0,Electricity,PSZ-AC with electric coil
131,22,warehouse,0,Electricity,PSZ-AC with electric coil
132,5,small_office,0,Electricity,PSZ-AC with electric coil
133,5,small_office,0,Electricity,PSZ-AC with electric coil
134,5,small_office,0,Electricity,PSZ-AC with electric coil
135,5,small_office,0,Electricity,PSZ-AC with electric coil
136,5,small_office,0,Electricity,PSZ-AC with electric coil
137,5,small_office,0,Electricity,PSZ-AC with electric coil
138,5,small_office,0,Electricity,PSZ-AC with electric coil
139,5,small_office,0,Electricity,PSZ-AC with electric coil
140,5,small_office,0,Electricity,PSZ-AC with electric coil
141,5,small_office,0,Electricity,PSZ-AC with electric coil
142,5,small_office,0,Electricity,PSZ-AC with electric coil
143,5,small_office,0,Electricity,PSZ-AC with electric coil
144,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
145,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
146,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
147,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
148,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
149,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
150,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
151,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
152,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
153,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
154,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
155,105,strip_mall,0,NaturalGas,PSZ-AC with gas coil
156,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
157,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
158,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
159,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
160,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
161,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
162,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
163,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
164,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
165,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
166,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
167,22,strip_mall,0,NaturalGas,PSZ-AC with gas coil
168,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
169,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
170,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
171,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
172,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
173,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
174,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
175,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
176,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
177,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
178,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
179,18,strip_mall,0,NaturalGas,PSZ-AC with gas coil
180,5,warehouse,0,Electricity,PSZ-AC with electric coil
181,5,warehouse,0,Electricity,PSZ-AC with electric coil
182,5,warehouse,0,Electricity,PSZ-AC with electric coil
183,5,warehouse,0,Electricity,PSZ-AC with electric coil
184,5,warehouse,0,Electricity,PSZ-AC with electric coil
185,5,warehouse,0,Electricity,PSZ-AC with electric coil
186,5,warehouse,0,Electricity,PSZ-AC with electric coil
187,5,warehouse,0,Electricity,PSZ-AC with electric coil
188,5,warehouse,0,Electricity,PSZ-AC with electric coil
189,5,warehouse,0,Electricity,PSZ-AC with electric coil
190,5,warehouse,0,Electricity,PSZ-AC with electric coil
191,5,warehouse,0,Electricity,PSZ-AC with electric coil
192,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
193,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
194,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
195,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
196,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
197,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
198,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
199,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
200,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
201,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
202,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
203,9,strip_mall,0,NaturalGas,PSZ-AC with gas coil
204,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
205,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
206,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
207,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
208,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
209,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
210,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
211,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
212,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
213,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
214,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
215,22,warehouse,0,NaturalGas,PSZ-AC with gas coil
216,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
217,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
218,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
219,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
220,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
221,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
222,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
223,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
224,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
225,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
226,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
227,10,strip_mall,0,NaturalGas,PSZ-AC with gas coil
228,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
229,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
230,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
231,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
232,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
233,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
234,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
235,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
236,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
237,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
238,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
239,19,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
240,0,strip_mall,0,Electricity,PSZ-AC with electric coil
241,0,strip_mall,0,Electricity,PSZ-AC with electric coil
242,0,strip_mall,0,Electricity,PSZ-AC with electric coil
243,0,strip_mall,0,Electricity,PSZ-AC with electric coil
244,0,strip_mall,0,Electricity,PSZ-AC with electric coil
245,0,strip_mall,0,Electricity,PSZ-AC with electric coil
246,0,strip_mall,0,Electricity,PSZ-AC with electric coil
247,0,strip_mall,0,Electricity,PSZ-AC with electric coil
248,0,strip_mall,0,Electricity,PSZ-AC with electric coil
249,0,strip_mall,0,Electricity,PSZ-AC with electric coil
250,0,strip_mall,0,Electricity,PSZ-AC with electric coil
251,0,strip_mall,0,Electricity,PSZ-AC with electric coil
252,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
253,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
254,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
255,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
256,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
257,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
258,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
259,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
260,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
261,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
262,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
263,29,strip_mall,0,NaturalGas,PSZ-AC with gas coil
264,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
265,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
266,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
267,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
268,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
269,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
270,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
271,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
272,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
273,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
274,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
275,19,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
276,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
277,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
278,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
279,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
280,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
281,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
282,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
283,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
284,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
285,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
286,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
287,9,warehouse,0,NaturalGas,PSZ-AC with gas coil
288,22,small_office,0,Electricity,PSZ-AC with electric coil
289,22,small_office,0,Electricity,PSZ-AC with electric coil
290,22,small_office,0,Electricity,PSZ-AC with electric coil
291,22,small_office,0,Electricity,PSZ-AC with electric coil
292,22,small_office,0,Electricity,PSZ-AC with electric coil
293,22,small_office,0,Electricity,PSZ-AC with electric coil
294,22,small_office,0,Electricity,PSZ-AC with electric coil
295,22,small_office,0,Electricity,PSZ-AC with electric coil
296,22,small_office,0,Electricity,PSZ-AC with electric coil
297,22,small_office,0,Electricity,PSZ-AC with electric coil
298,22,small_office,0,Electricity,PSZ-AC with electric coil
299,22,small_office,0,Electricity,PSZ-AC with electric coil
300,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
301,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
302,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
303,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
304,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
305,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
306,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
307,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
308,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
309,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
310,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
311,30,strip_mall,0,NaturalGas,PSZ-AC with gas coil
312,0,small_office,0,NaturalGas,PSZ-AC with gas coil
313,0,small_office,0,NaturalGas,PSZ-AC with gas coil
314,0,small_office,0,NaturalGas,PSZ-AC with gas coil
315,0,small_office,0,NaturalGas,PSZ-AC with gas coil
316,0,small_office,0,NaturalGas,PSZ-AC with gas coil
317,0,small_office,0,NaturalGas,PSZ-AC with gas coil
318,0,small_office,0,NaturalGas,PSZ-AC with gas coil
319,0,small_office,0,NaturalGas,PSZ-AC with gas coil
320,0,small_office,0,NaturalGas,PSZ-AC with gas coil
321,0,small_office,0,NaturalGas,PSZ-AC with gas coil
322,0,small_office,0,NaturalGas,PSZ-AC with gas coil
323,0,small_office,0,NaturalGas,PSZ-AC with gas coil
324,5,small_office,0,Electricity,PSZ-HP
325,5,small_office,0,Electricity,PSZ-HP
326,5,small_office,0,Electricity,PSZ-HP
327,5,small_office,0,Electricity,PSZ-HP
328,5,small_office,0,Electricity,PSZ-HP
329,5,small_office,0,Electricity,PSZ-HP
330,5,small_office,0,Electricity,PSZ-HP
331,5,small_office,0,Electricity,PSZ-HP
332,5,small_office,0,Electricity,PSZ-HP
333,5,small_office,0,Electricity,PSZ-HP
334,5,small_office,0,Electricity,PSZ-HP
335,5,small_office,0,Electricity,PSZ-HP
336,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
337,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
338,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
339,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
340,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
341,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
342,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
343,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
344,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
345,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
346,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
347,48,warehouse,0,NaturalGas,PSZ-AC with gas coil
348,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
349,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
350,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
351,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
352,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
353,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
354,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
355,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
356,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
357,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
358,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
359,39,strip_mall,0,NaturalGas,PSZ-AC with gas coil
360,22,retail,0,Electricity,PSZ-AC with electric coil
361,22,retail,0,Electricity,PSZ-AC with electric coil
362,22,retail,0,Electricity,PSZ-AC with electric coil
363,22,retail,0,Electricity,PSZ-AC with electric coil
364,22,retail,0,Electricity,PSZ-AC with electric coil
365,22,retail,0,Electricity,PSZ-AC with electric coil
366,22,retail,0,Electricity,PSZ-AC with electric coil
367,22,retail,0,Electricity,PSZ-AC with electric coil
368,22,retail,0,Electricity,PSZ-AC with electric coil
369,22,retail,0,Electricity,PSZ-AC with electric coil
370,22,retail,0,Electricity,PSZ-AC with electric coil
371,22,retail,0,Electricity,PSZ-AC with electric coil
372,5,retail,0,Electricity,PSZ-AC with electric coil
373,5,retail,0,Electricity,PSZ-AC with electric coil
374,5,retail,0,Electricity,PSZ-AC with electric coil
375,5,retail,0,Electricity,PSZ-AC with electric coil
376,5,retail,0,Electricity,PSZ-AC with electric coil
377,5,retail,0,Electricity,PSZ-AC with electric coil
378,5,retail,0,Electricity,PSZ-AC with electric coil
379,5,retail,0,Electricity,PSZ-AC with electric coil
380,5,retail,0,Electricity,PSZ-AC with electric coil
381,5,retail,0,Electricity,PSZ-AC with electric coil
382,5,retail,0,Electricity,PSZ-AC with electric coil
383,5,retail,0,Electricity,PSZ-AC with electric coil
384,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
385,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
386,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
387,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
388,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
389,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
390,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
391,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
392,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
393,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
394,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
395,29,warehouse,0,NaturalGas,PSZ-AC with gas coil
396,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
397,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
398,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
399,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
400,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
401,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
402,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
403,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
404,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
405,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
406,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
407,18,warehouse,0,NaturalGas,PSZ-AC with gas coil
408,5,warehouse,0,Electricity,PSZ-HP
409,5,warehouse,0,Electricity,PSZ-HP
410,5,warehouse,0,Electricity,PSZ-HP
411,5,warehouse,0,Electricity,PSZ-HP
412,5,warehouse,0,Electricity,PSZ-HP
413,5,warehouse,0,Electricity,PSZ-HP
414,5,warehouse,0,Electricity,PSZ-HP
415,5,warehouse,0,Electricity,PSZ-HP
416,5,warehouse,0,Electricity,PSZ-HP
417,5,warehouse,0,Electricity,PSZ-HP
418,5,warehouse,0,Electricity,PSZ-HP
419,5,warehouse,0,Electricity,PSZ-HP
420,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
421,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
422,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
423,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
424,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
425,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
426,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
427,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
428,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
429,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
430,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
431,102,strip_mall,0,NaturalGas,PSZ-AC with gas coil
432,5,strip_mall,0,Electricity,PSZ-HP
433,5,strip_mall,0,Electricity,PSZ-HP
434,5,strip_mall,0,Electricity,PSZ-HP
435,5,strip_mall,0,Electricity,PSZ-HP
436,5,strip_mall,0,Electricity,PSZ-HP
437,5,strip_mall,0,Electricity,PSZ-HP
438,5,strip_mall,0,Electricity,PSZ-HP
439,5,strip_mall,0,Electricity,PSZ-HP
440,5,strip_mall,0,Electricity,PSZ-HP
441,5,strip_mall,0,Electricity,PSZ-HP
442,5,strip_mall,0,Electricity,PSZ-HP
443,5,strip_mall,0,Electricity,PSZ-HP
444,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
445,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
446,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
447,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
448,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
449,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
450,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
451,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
452,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
453,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
454,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
455,8,warehouse,0,NaturalGas,PSZ-AC with gas coil
456,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
457,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
458,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
459,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
460,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
461,13,warehouse,0,NaturalGas,PSZ-AC with gas coil
